time,hexokinase,glucose,glucose6phosphate,,glucose6phosphate_normal
1680.1,5.00E-09,1.00E-06,8.39E-15,,1.68E-15
1680.2,5.00E-09,1.00E-06,8.39E-15,,1.68E-15
1680.3,5.00E-09,1.00E-06,8.39E-15,,1.68E-15
1680.4,5.00E-09,1.00E-06,8.39E-15,,1.68E-15
1680.5,5.00E-09,1.00E-06,8.39E-15,,1.68E-15
1680.6,5.00E-09,1.00E-06,8.39E-15,,1.68E-15
1680.7,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1680.8,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1680.9,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.1,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.2,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.3,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.4,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.5,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.6,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.7,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.8,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1681.9,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.1,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.2,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.3,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.4,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.5,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.6,5.00E-09,1.00E-06,8.40E-15,,1.68E-15
1682.7,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1682.8,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1682.9,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.1,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.2,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.3,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.4,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.5,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.6,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.7,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.8,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1683.9,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.1,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.2,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.3,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.4,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.5,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.6,5.00E-09,1.00E-06,8.41E-15,,1.68E-15
1684.7,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1684.8,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1684.9,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.1,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.2,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.3,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.4,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.5,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.6,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.7,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.8,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1685.9,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.1,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.2,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.3,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.4,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.5,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.6,5.00E-09,1.00E-06,8.42E-15,,1.68E-15
1686.7,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1686.8,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1686.9,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.1,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.2,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.3,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.4,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.5,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.6,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.7,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.8,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1687.9,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.1,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.2,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.3,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.4,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.5,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.6,5.00E-09,1.00E-06,8.43E-15,,1.69E-15
1688.7,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1688.8,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1688.9,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.1,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.2,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.3,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.4,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.5,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.6,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.7,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.8,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1689.9,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.1,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.2,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.3,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.4,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.5,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.6,5.00E-09,1.00E-06,8.44E-15,,1.69E-15
1690.7,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1690.8,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1690.9,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.1,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.2,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.3,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.4,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.5,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.6,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.7,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.8,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1691.9,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.1,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.2,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.3,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.4,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.5,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.6,5.00E-09,1.00E-06,8.45E-15,,1.69E-15
1692.7,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1692.8,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1692.9,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.1,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.2,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.3,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.4,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.5,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.6,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.7,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.8,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1693.9,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.1,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.2,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.3,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.4,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.5,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.6,5.00E-09,1.00E-06,8.46E-15,,1.69E-15
1694.7,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1694.8,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1694.9,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.1,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.2,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.3,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.4,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.5,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.6,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.7,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.8,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1695.9,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.1,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.2,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.3,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.4,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.5,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.6,5.00E-09,1.00E-06,8.47E-15,,1.69E-15
1696.7,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1696.8,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1696.9,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.1,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.2,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.3,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.4,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.5,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.6,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.7,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.8,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1697.9,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.1,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.2,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.3,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.4,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.5,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.6,5.00E-09,1.00E-06,8.48E-15,,1.70E-15
1698.7,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1698.8,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1698.9,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.1,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.2,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.3,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.4,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.5,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.6,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.7,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.8,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1699.9,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.1,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.2,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.3,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.4,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.5,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.6,5.00E-09,1.00E-06,8.49E-15,,1.70E-15
1700.7,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1700.8,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1700.9,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.1,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.2,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.3,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.4,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.5,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.6,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.7,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.8,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1701.9,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.1,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.2,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.3,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.4,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.5,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.6,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.7,5.00E-09,1.00E-06,8.50E-15,,1.70E-15
1702.8,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1702.9,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.1,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.2,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.3,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.4,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.5,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.6,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.7,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.8,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1703.9,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.1,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.2,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.3,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.4,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.5,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.6,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.7,5.00E-09,1.00E-06,8.51E-15,,1.70E-15
1704.8,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1704.9,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.1,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.2,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.3,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.4,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.5,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.6,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.7,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.8,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1705.9,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.1,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.2,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.3,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.4,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.5,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.6,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.7,5.00E-09,1.00E-06,8.52E-15,,1.70E-15
1706.8,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1706.9,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.1,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.2,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.3,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.4,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.5,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.6,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.7,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.8,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1707.9,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.1,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.2,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.3,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.4,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.5,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.6,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.7,5.00E-09,1.00E-06,8.53E-15,,1.71E-15
1708.8,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1708.9,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.1,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.2,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.3,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.4,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.5,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.6,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.7,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.8,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1709.9,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.1,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.2,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.3,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.4,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.5,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.6,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.7,5.00E-09,1.00E-06,8.54E-15,,1.71E-15
1710.8,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1710.9,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.1,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.2,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.3,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.4,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.5,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.6,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.7,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.8,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1711.9,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.1,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.2,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.3,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.4,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.5,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.6,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.7,5.00E-09,1.00E-06,8.55E-15,,1.71E-15
1712.8,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1712.9,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.1,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.2,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.3,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.4,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.5,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.6,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.7,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.8,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1713.9,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.1,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.2,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.3,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.4,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.5,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.6,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.7,5.00E-09,1.00E-06,8.56E-15,,1.71E-15
1714.8,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1714.9,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.1,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.2,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.3,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.4,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.5,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.6,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.7,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.8,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1715.9,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.1,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.2,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.3,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.4,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.5,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.6,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.7,5.00E-09,1.00E-06,8.57E-15,,1.71E-15
1716.8,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1716.9,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.1,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.2,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.3,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.4,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.5,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.6,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.7,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.8,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1717.9,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.1,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.2,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.3,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.4,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.5,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.6,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.7,5.00E-09,1.00E-06,8.58E-15,,1.72E-15
1718.8,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1718.9,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.1,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.2,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.3,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.4,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.5,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.6,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.7,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.8,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1719.9,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.1,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.2,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.3,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.4,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.5,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.6,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.7,5.00E-09,1.00E-06,8.59E-15,,1.72E-15
1720.8,5.00E-09,1.00E-06,8.60E-15,,1.72E-15
1720.9,5.00E-09,1.00E-06,8.60E-15,,1.72E-15
1721,5.00E-09,1.00E-06,8.60E-15,,1.72E-15
1721.1,5.00E-09,1.00E-06,8.60E-15,,1.72E-15
1721.2,5.00E-09,1.00E-06,8.60E-15,,1.72E-15
1721.3,5.00E-09,1.00E-06,8.60E-15,,1.72E-15
